"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000211448",1884.75741158654,2.52372169452888,0.0653981298931867,38.5901202167526,0,0,"DIO2","1734","iodothyronine deiodinase 2"
"ENSG00000128917",1307.34250385583,3.8582531145741,0.0865185432075095,44.5945224172385,0,0,"DLL4","54567","delta like canonical Notch ligand 4"
"ENSG00000138623",2851.61916336974,-2.40668774845908,0.0581377318678247,-41.3963130507164,0,0,"SEMA7A","8482","semaphorin 7A (John Milton Hagen blood group)"
"ENSG00000131747",1743.84285765667,-2.92418912756521,0.0696221034544638,-42.0008730342048,0,0,"TOP2A","7153","DNA topoisomerase II alpha"
"ENSG00000167601",8245.06804500101,-2.14234576630771,0.0404435485638749,-52.9712609892323,0,0,"AXL","558","AXL receptor tyrosine kinase"
"ENSG00000198743",1999.10327890814,2.5345304131356,0.0670975518000999,37.7738135764861,0,0,"SLC5A3","6526","solute carrier family 5 member 3"
"ENSG00000074800",18390.4756149844,-1.33893117834408,0.0358590275895759,-37.3387475440998,3.86082290713237e-305,2.37086700022154e-302,"ENO1","2023","enolase 1"
"ENSG00000181104",14922.5173336984,1.66815955567935,0.0447581299294332,37.2705374042529,4.92673245779083e-304,2.90440731851685e-301,"F2R","2149","coagulation factor II thrombin receptor"
"ENSG00000115963",13232.3301349766,1.80533073536896,0.0488625142075192,36.9471519148957,8.09231108272338e-299,4.58709541296835e-296,"RND3","390","Rho family GTPase 3"
"ENSG00000104368",13214.4968037918,2.02763709005456,0.0550460855246632,36.8352639561642,5.03520683659028e-297,2.74847697620991e-294,"PLAT","5327","plasminogen activator, tissue type"
"ENSG00000157680",1359.0634938634,2.54493702368437,0.0693613893225741,36.6909753183981,1.01726618393619e-294,5.35445322101839e-292,"DGKI","9162","diacylglycerol kinase iota"
"ENSG00000074416",2392.80973934457,-2.14808670764645,0.058906348089818,-36.466132722591,3.81873143499156e-291,1.94070565134157e-288,"MGLL","11343","monoglyceride lipase"
"ENSG00000104081",804.838487338129,4.43413656938238,0.121636384406067,36.4540313413098,5.93856217975546e-291,2.9174176468412e-288,"BMF","90427","Bcl2 modifying factor"
"ENSG00000166073",2268.80918089117,-2.2066708419761,0.0608219606307423,-36.2808238848642,3.24649821954148e-288,1.54344808901943e-285,"GPR176","11245","G protein-coupled receptor 176"
"ENSG00000165434",1243.14971044106,2.51723600339355,0.0694013569941823,36.2707029432373,4.68797353126609e-288,2.15910480949374e-285,"PGM2L1","283209","phosphoglucomutase 2 like 1"
"ENSG00000091527",2814.15907315816,-1.81023338577256,0.0499749029758647,-36.2228494299791,2.65984835140405e-287,1.18790439403009e-284,"CDV3","55573","CDV3 homolog"
"ENSG00000033867",3157.52042924196,1.93501315031031,0.0535351847027378,36.1446992488167,4.50689778432437e-286,1.95360763368743e-283,"SLC4A7","9497","solute carrier family 4 member 7"
"ENSG00000117724",1324.17284690485,-2.82511200625218,0.0781715114729393,-36.1399178936198,5.35778353376085e-286,2.212303209622e-283,"CENPF","1063","centromere protein F"
"ENSG00000101825",1024.97040543336,3.28766304153759,0.0909710037522547,36.1396808426015,5.40391610438268e-286,2.212303209622e-283,"MXRA5","25878","matrix remodeling associated 5"
"ENSG00000198959",5110.85796803933,-1.74624587694995,0.0487932042517473,-35.7887108200608,1.65485249289742e-280,6.59168001089789e-278,"TGM2","7052","transglutaminase 2"
"ENSG00000164938",1395.92210584831,2.31778202055932,0.065615529209468,35.3236809713161,2.54305707417534e-273,9.86304609452532e-271,"TP53INP1","94241","tumor protein p53 inducible nuclear protein 1"
"ENSG00000073712",2356.74691021858,-2.3051528590294,0.0653960004274729,-35.2491412924544,3.53646850175055e-272,1.33642237894358e-269,"FERMT2","10979","FERM domain containing kindlin 2"
"ENSG00000143799",1043.84682510942,-2.61747584698133,0.0743747823896616,-35.1930555341721,2.55367981631002e-271,9.40903328319429e-269,"PARP1","142","poly(ADP-ribose) polymerase 1"
"ENSG00000196549",1520.30148791169,2.83743506770559,0.080659435357007,35.1779683944824,4.34407225911342e-271,1.56153504767838e-268,"MME","4311","membrane metalloendopeptidase"
"ENSG00000110002",899.504360793506,4.43907473642135,0.126316442695775,35.1424932628334,1.51368681106993e-270,5.31159910036872e-268,"VWA5A","4013","von Willebrand factor A domain containing 5A"
"ENSG00000088325",1049.74978195443,-3.01204014087112,0.0861136723498834,-34.9774903180656,4.94847109791521e-268,1.69605969862963e-265,"TPX2","22974","TPX2 microtubule nucleation factor"
"ENSG00000133318",1500.97300012898,-2.41401849883444,0.0690680721887584,-34.9512940253652,1.23760619414889e-267,4.14541820212871e-265,"RTN3","10313","reticulon 3"
"ENSG00000154864",1374.01910088605,2.35786042990079,0.0676832762470117,34.836676955408,6.77554401242539e-266,2.21906594789168e-263,"PIEZO2","63895","piezo type mechanosensitive ion channel component 2"
"ENSG00000197321",4211.22514661471,1.73283927593519,0.0497514630841851,34.8299159163024,8.57647267094975e-266,2.74782726574907e-263,"SVIL","6840","supervillin"
"ENSG00000182752",6930.41939676306,2.01487019569894,0.0588365433182844,34.2452170379763,5.13836406687271e-257,1.61125977909723e-254,"PAPPA","5069","pappalysin 1"
"ENSG00000198901",744.768135087352,-3.17652098959839,0.0928701287754387,-34.2039042206915,2.11545038713041e-256,6.49531412615166e-254,"PRC1","9055","protein regulator of cytokinesis 1"
"ENSG00000277443",2830.20102519863,-1.92971757635609,0.0569242455807049,-33.899747931138,6.71887893067193e-252,2.0208742383723e-249,"MARCKS","4082","myristoylated alanine rich protein kinase C substrate"
"ENSG00000168542",62749.3849250663,1.40989019840233,0.0418063486004919,33.7243085225037,2.54545117993305e-249,7.50297189797067e-247,"COL3A1","1281","collagen type III alpha 1 chain"
"ENSG00000146072",1758.22981855472,2.05910888555034,0.0611321276797726,33.6829252261026,1.02810293781346e-248,2.97101590146958e-246,"TNFRSF21","27242","TNF receptor superfamily member 21"
"ENSG00000145632",3262.15452178144,1.54674961547203,0.046024381959226,33.6071784047492,1.31769411189743e-247,3.73464919637391e-245,"PLK2","10769","polo like kinase 2"
"ENSG00000140943",1848.88777327798,-1.89361784327075,0.0564684070240172,-33.5341112503023,1.53477286002641e-246,4.26782687001306e-244,"MBTPS1","8720","membrane bound transcription factor peptidase, site 1"
"ENSG00000102024",3591.26703399212,-1.7035465919333,0.0509601087578484,-33.4290219047252,5.19390786191504e-245,1.41755211238711e-242,"PLS3","5358","plastin 3"
"ENSG00000135046",4581.91768778281,-1.4640159114495,0.0439329001158196,-33.3239077682087,1.73984876300479e-243,4.66216201257539e-241,"ANXA1","301","annexin A1"
"ENSG00000081923",1549.06690179341,-2.52988619989441,0.0760092139505324,-33.283941096153,6.59322840061904e-243,1.7351964315772e-240,"ATP8B1","5205","ATPase phospholipid transporting 8B1"
"ENSG00000163346",2917.79069939981,1.81056662201436,0.0547035645119119,33.0977814365296,3.19851269761251e-240,8.2701193223532e-238,"PBXIP1","57326","PBX homeobox interacting protein 1"
"ENSG00000187678",2363.67043987816,1.72415483189413,0.0522701778398931,32.985440324602,1.31369113057084e-238,3.33813446247465e-236,"SPRY4","81848","sprouty RTK signaling antagonist 4"
"ENSG00000163017",4893.9021785664,-1.87095249165045,0.0567964579545427,-32.9413586521166,5.62520534768584e-238,1.40515722735922e-235,"ACTG2","72","actin gamma 2, smooth muscle"
"ENSG00000152894",4900.8667898464,1.68614754696904,0.0515037594735046,32.7383391854425,4.44954348189566e-235,1.09295619726964e-232,"PTPRK","5796","protein tyrosine phosphatase receptor type K"
"ENSG00000143341",2279.33849385387,2.05720946158247,0.0629925114453704,32.6580003619409,6.16939827374064e-234,1.49056707800639e-231,"HMCN1","83872","hemicentin 1"
"ENSG00000115461",200904.539632615,1.27117471085653,0.0389873664648053,32.6047852450881,3.50828510307317e-233,8.33953320146652e-231,"IGFBP5","3488","insulin like growth factor binding protein 5"
"ENSG00000104321",7567.20986030083,3.29744633697212,0.101231296318792,32.5733884369905,9.76966579469497e-233,2.28548149971769e-230,"TRPA1","8989","transient receptor potential cation channel subfamily A member 1"
"ENSG00000113721",11145.9451572206,1.38865862865083,0.0428974821222016,32.3715649486133,6.89943142083207e-230,1.58880969187849e-227,"PDGFRB","5159","platelet derived growth factor receptor beta"
"ENSG00000164924",9585.69435022083,-1.33707455466228,0.0417126480700928,-32.0544155435901,1.90535970665945e-225,4.32018328565339e-223,"YWHAZ","7534","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta"
"ENSG00000173334",1074.47707273372,2.41256199115945,0.075916404135251,31.7791921079571,1.25506730590879e-221,2.80260332643692e-219,"TRIB1","10221","tribbles pseudokinase 1"
"ENSG00000160014",4226.55595021453,-1.42461130954275,0.0449230268066079,-31.7122734333029,1.05241788807797e-220,2.31500519917808e-218,"CALM3","808","calmodulin 3"
"ENSG00000148175",3890.72249473237,1.38275935255239,0.0437425179473112,31.6113341764631,2.57952646027888e-219,5.59074426052796e-217,"STOM","2040","stomatin"
"ENSG00000171951",793.124579134864,2.98016310498546,0.0943819972704461,31.5755460911255,7.99970833052633e-219,1.70869132427967e-216,"SCG2","7857","secretogranin II"
"ENSG00000153234",635.93920101828,4.32640777580259,0.137032426265834,31.5721460511078,8.90724412998186e-219,1.87535662839532e-216,"NR4A2","4929","nuclear receptor subfamily 4 group A member 2"
"ENSG00000164761",5291.78842553364,1.48922391534197,0.0474102568555221,31.411428963151,1.41265544470816e-216,2.93235435832519e-214,"TNFRSF11B","4982","TNF receptor superfamily member 11b"
"ENSG00000134057",780.375869741297,-2.66975909690721,0.0850915116619646,-31.3751518190571,4.41710004921436e-216,9.04155840629462e-214,"CCNB1","891","cyclin B1"
"ENSG00000135074",13374.6004179129,1.14188898914372,0.0363987409629851,31.3716617370072,4.92877345773191e-216,9.95072098904835e-214,"ADAM19","8728","ADAM metallopeptidase domain 19"
"ENSG00000128591",23487.8410667789,-1.33084139992718,0.0432786266468008,-30.7505460094251,1.2024010770578e-207,2.39472798292945e-205,"FLNC","2318","filamin C"
"ENSG00000127920",2352.92723869813,2.10488854243809,0.0685910537341625,30.6875084700693,8.35466517488299e-207,1.64174740463234e-204,"GNG11","2791","G protein subunit gamma 11"
"ENSG00000105088",793.128211520276,2.86562585502177,0.0934444338019114,30.666629765198,1.58631168017201e-206,3.07619230820725e-204,"OLFM2","93145","olfactomedin 2"
"ENSG00000092820",1475.49048809515,-1.91025660589575,0.0625712946278218,-30.5292805152599,1.06537508793168e-204,2.03915559038143e-202,"EZR","7430","ezrin"
"ENSG00000183287",603.48721362449,-3.436109185756,0.112997107887572,-30.4088241725161,4.19913010085861e-203,7.93420249057104e-201,"CCBE1","147372","collagen and calcium binding EGF domains 1"
"ENSG00000130513",4665.52215751242,4.22670314152856,0.139333107448276,30.3352391899938,3.93391564266983e-202,7.33899351160355e-200,"GDF15","9518","growth differentiation factor 15"
"ENSG00000171246",11339.2021259297,1.74021926020602,0.057471954107085,30.2794517298568,2.13754238007609e-201,3.93788744969517e-199,"NPTX1","4884","neuronal pentraxin 1"
"ENSG00000076513",2351.57847713981,-1.94451433589439,0.0645262741259666,-30.1352334724667,1.67481171931357e-199,3.04733026163498e-197,"ANKRD13A","88455","ankyrin repeat domain 13A"
"ENSG00000176014",5059.66070673934,-1.58287883735277,0.0526625745786329,-30.0569968334779,1.76884785999673e-198,3.17918045861364e-196,"TUBB6","84617","tubulin beta 6 class V"
"ENSG00000068489",527.868372422254,-3.28311258391777,0.10940184626064,-30.0096634209999,7.34104325634452e-198,1.30352163267477e-195,"PRR11","55771","proline rich 11"
"ENSG00000089159",2841.04018824034,-1.52007282825454,0.0507616642849806,-29.945291386049,5.06700387106953e-197,8.89017893474081e-195,"PXN","5829","paxillin"
"ENSG00000112984",587.875352632019,-3.36365680001687,0.112773759026443,-29.8265911241653,1.76651997405512e-195,3.06293780913227e-193,"KIF20A","10112","kinesin family member 20A"
"ENSG00000003436",3855.53263789867,1.53740403929091,0.0515649231566275,29.8149196231919,2.50291232393536e-195,4.28929323606504e-193,"TFPI","7035","tissue factor pathway inhibitor"
"ENSG00000116729",14027.992136521,1.67569487585242,0.0564166010544858,29.7021593738707,7.20107911138673e-194,1.21908423490929e-191,"WLS","79971","Wnt ligand secretion mediator"
"ENSG00000171617",3172.76514957676,1.7230403058603,0.0580113152201167,29.7017969567219,7.27910250183317e-194,1.21908423490929e-191,"ENC1","8507","ectodermal-neural cortex 1"
"ENSG00000173546",2782.7113944163,-1.70836053260097,0.0575941295653189,-29.662060100474,2.37079357308619e-193,3.92592760451059e-191,"CSPG4","1464","chondroitin sulfate proteoglycan 4"
"ENSG00000122641",8425.96553258608,1.39132775322116,0.0469878372112557,29.6103808090975,1.09851400228962e-192,1.79887770730493e-190,"INHBA","3624","inhibin subunit beta A"
"ENSG00000133818",917.65645300902,-2.58022994832454,0.0872303197088446,-29.5795080992111,2.74196632636728e-192,4.44078018879131e-190,"RRAS2","22800","RAS related 2"
"ENSG00000111615",1215.27891511062,1.9567704307585,0.0663760811211055,29.4800536233573,5.18784996122762e-191,8.31071007919268e-189,"KRR1","11103","KRR1 small subunit processome component homolog"
"ENSG00000064666",5624.42477846777,-1.64273183329817,0.0557716982088948,-29.4545779679375,1.09998439746772e-190,1.74317957525584e-188,"CNN2","1265","calponin 2"
"ENSG00000134250",3989.90689953644,-1.35592776101052,0.0460501458481009,-29.4445921079843,1.47655804381445e-190,2.31505451592951e-188,"NOTCH2","4853","notch receptor 2"
"ENSG00000066279",593.333577786577,-3.10048884483019,0.10536440355975,-29.4263407761992,2.5283548139564e-190,3.92240981558836e-188,"ASPM","259266","assembly factor for spindle microtubules"
"ENSG00000116991",845.465812777274,2.42014865392116,0.0824494797375083,29.3531100696586,2.18081805473546e-189,3.34801005111367e-187,"SIPA1L2","57568","signal induced proliferation associated 1 like 2"
"ENSG00000156011",1865.6956706154,1.74119412410088,0.0593370019851025,29.3441539991864,2.8373001101844e-189,4.31094113648429e-187,"PSD3","23362","pleckstrin and Sec7 domain containing 3"
"ENSG00000159399",1648.34458773227,1.92240040793008,0.0659490989517643,29.1497600192558,8.41273252887374e-187,1.26517195929124e-184,"HK2","3099","hexokinase 2"
"ENSG00000157557",2128.88768598769,1.84664194734666,0.0635784337831493,29.0450996897016,1.77448669770841e-185,2.64165504553804e-183,"ETS2","2114","ETS proto-oncogene 2, transcription factor"
"ENSG00000103257",3712.52147667185,-1.50764330929453,0.0520551632799627,-28.962416296461,1.95795248651582e-184,2.88563037462701e-182,"SLC7A5","8140","solute carrier family 7 member 5"
"ENSG00000065911",1563.07540926849,-1.94825249993054,0.0673374974448222,-28.9326537792257,4.63889644298762e-184,6.76911443334174e-182,"MTHFD2","10797","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
"ENSG00000136153",4620.22110366109,-1.40313136367342,0.048637532733504,-28.8487364554754,5.25520470092253e-183,7.59325557668591e-181,"LMO7","4008","LIM domain 7"
"ENSG00000135318",10396.875971113,-1.18098787420491,0.0409964043182738,-28.8071086682714,1.74737916460305e-182,2.5002790415456e-180,"NT5E","4907","5'-nucleotidase ecto"
"ENSG00000171444",1285.81453923875,1.85633936536552,0.0644924712570367,28.783815059079,3.42011533503326e-182,4.84669805843464e-180,"MCC","4163","MCC regulator of WNT signaling pathway"
"ENSG00000145147",601.510428483162,-2.68630819028409,0.0934361677954616,-28.7501965637612,9.00647321345675e-182,1.26416573542786e-179,"SLIT2","9353","slit guidance ligand 2"
"ENSG00000182481",2566.38058699848,-1.6137581642745,0.0561603398586692,-28.7348361554723,1.40128319748606e-181,1.94831243061789e-179,"KPNA2","3838","karyopherin subunit alpha 2"
"ENSG00000108829",3850.57518186778,-1.4751760959328,0.0513457658429172,-28.7302384474278,1.59943723059237e-181,2.20303793499723e-179,"LRRC59","55379","leucine rich repeat containing 59"
"ENSG00000088448",1041.5088322989,2.36777272044306,0.0824391278294208,28.7214673758114,2.05836700253515e-181,2.80890860031139e-179,"ANKRD10","55608","ankyrin repeat domain 10"
"ENSG00000108932",593.620514665934,3.86329422850941,0.135042980302053,28.6078863178843,5.36043432745472e-180,7.24789735027776e-178,"SLC16A6","9120","solute carrier family 16 member 6"
"ENSG00000100345",41759.3349472728,-1.22519578050119,0.0428453768679226,-28.5957522156483,7.58767798358121e-180,1.01661089201836e-177,"MYH9","4627","myosin heavy chain 9"
"ENSG00000171848",822.67379311788,-2.5328064759672,0.0890287121791542,-28.4493217297178,4.96814084887808e-178,6.59643782259146e-176,"RRM2","6241","ribonucleotide reductase regulatory subunit M2"
"ENSG00000038427",13753.9971136825,1.28379347829211,0.0451331145486944,28.4446019542262,5.68297280024341e-178,7.47818331517744e-176,"VCAN","1462","versican"
"ENSG00000141429",3588.58297366052,1.50607086816905,0.0530931788051748,28.3665604897301,5.23016681887688e-177,6.82143350235465e-175,"GALNT1","2589","polypeptide N-acetylgalactosaminyltransferase 1"
"ENSG00000155903",1023.35613415789,2.05089158351226,0.0724505356556417,28.3074730221482,2.79630988074004e-176,3.61508903704796e-174,"RASA2","5922","RAS p21 protein activator 2"
"ENSG00000091039",4444.70184434491,1.57257792716769,0.0556189553840334,28.2741363319299,7.18932920204393e-176,9.21359424171508e-174,"OSBPL8","114882","oxysterol binding protein like 8"
"ENSG00000147065",17820.4971549208,-1.03012530642751,0.0365228229247453,-28.2049749700363,5.0811717731496e-175,6.45571634419645e-173,"MSN","4478","moesin"
"ENSG00000117399",548.054729960495,-3.23340373493714,0.114651721709677,-28.2019640588112,5.53209469845365e-175,6.96854800562478e-173,"CDC20","991","cell division cycle 20"
"ENSG00000135926",1251.33626199858,-1.85342990574708,0.0659124213806036,-28.119584547572,5.64500035821831e-174,7.0505097694425e-172,"TMBIM1","64114","transmembrane BAX inhibitor motif containing 1"
"ENSG00000173801",2853.13714423843,1.54852031437219,0.0552347199536806,28.0352704905676,6.04059391071537e-173,7.48119941648093e-171,"JUP","3728","junction plakoglobin"
"ENSG00000163661",1909.80217231797,-1.64964804939515,0.0590533744179009,-27.934865122544,1.00678481499792e-171,1.23649955028661e-169,"PTX3","5806","pentraxin 3"
"ENSG00000185112",747.773002441521,2.65534841445794,0.0952230065994091,27.8855762833519,3.99157446210659e-171,4.86180367128322e-169,"FAM43A","131583","family with sequence similarity 43 member A"
"ENSG00000103449",1051.52143130918,2.35381530129993,0.0844340380045363,27.8775640361233,4.99214871294161e-171,6.03067932224044e-169,"SALL1","6299","spalt like transcription factor 1"
"ENSG00000170759",4331.58598921615,-1.28570159441468,0.0461355798462072,-27.8678971566102,6.53815283354364e-171,7.83408914315173e-169,"KIF5B","3799","kinesin family member 5B"
"ENSG00000057657",689.791384929011,2.83420145486982,0.101922368702906,27.8074527793917,3.52495005105437e-170,4.18957369777736e-168,"PRDM1","639","PR/SET domain 1"
"ENSG00000109685",1268.17937848349,-1.8911024176115,0.0682347232550567,-27.7146638456008,4.64845066254968e-169,5.48070926917258e-167,"NSD2","7468","nuclear receptor binding SET domain protein 2"
"ENSG00000172795",852.701537725169,2.13206737939772,0.0770835743691378,27.6591660006278,2.16519900477703e-168,2.53259547082571e-166,"DCP2","167227","decapping mRNA 2"
"ENSG00000184838",1048.67798618006,2.27794331497045,0.0824087394895222,27.642011382301,3.48151090059811e-168,4.0401974529933e-166,"PRR16","51334","proline rich 16"
"ENSG00000166510",570.336073336896,2.83088461025262,0.102927884463339,27.5035732543491,1.59110643173961e-166,1.83200988992019e-164,"CCDC68","80323","coiled-coil domain containing 68"
"ENSG00000076706",1719.55770882045,-1.57938242129601,0.0575011783232785,-27.4669575015756,4.3586048487076e-166,4.97962157056222e-164,"MCAM","4162","melanoma cell adhesion molecule"
"ENSG00000102225",1340.69055489962,-1.74229970819447,0.0634971545468498,-27.4390202305672,9.39453901876327e-166,1.06505166198872e-163,"CDK16","5127","cyclin dependent kinase 16"
"ENSG00000197565",563.648360733133,3.41302170307903,0.12460504811096,27.3907177503737,3.5378064539496e-165,3.98016729147399e-163,"COL4A6","1288","collagen type IV alpha 6 chain"
"ENSG00000161800",563.923688119321,-2.79230082382021,0.102045843626787,-27.3631999558209,7.52223196999943e-165,8.39868596771603e-163,"RACGAP1","29127","Rac GTPase activating protein 1"
"ENSG00000113387",1168.42585268541,-2.03750868096321,0.0744625124097038,-27.3628785146617,7.58877530199619e-165,8.40927596998646e-163,"SUB1","10923","SUB1 regulator of transcription"
"ENSG00000166851",502.683929770066,-3.32923741741875,0.121688979500922,-27.3585778356661,8.53774309073789e-165,9.39024310979813e-163,"PLK1","5347","polo like kinase 1"
"ENSG00000152223",2690.47150334747,-1.50606742291765,0.0550770508525902,-27.3447361397133,1.24733546097216e-164,1.36172074250428e-162,"EPG5","57724","ectopic P-granules autophagy protein 5 homolog"
"ENSG00000076641",954.690284174,2.03263249197314,0.0744909387905111,27.2869764427249,6.05493783118731e-164,6.56159365853225e-162,"PAG1","55824","phosphoprotein membrane anchor with glycosphingolipid microdomains 1"
"ENSG00000072041",2369.28278181903,5.09735332203113,0.186814833117042,27.2855920323927,6.28835886268817e-164,6.76480532250352e-162,"SLC6A15","55117","solute carrier family 6 member 15"
"ENSG00000136378",1190.06353560081,2.1313694356951,0.0788327305720965,27.0366054838841,5.4894907116972e-161,5.86261696441981e-159,"ADAMTS7","11173","ADAM metallopeptidase with thrombospondin type 1 motif 7"
"ENSG00000089685",509.548185635596,-3.097661031905,0.114589407045888,-27.0326997212276,6.10171879424671e-161,6.46957781220201e-159,"BIRC5","332","baculoviral IAP repeat containing 5"
"ENSG00000111206",489.63700653501,-3.02314009593891,0.1119288253649,-27.0094864846759,1.14349478660127e-160,1.20377329749497e-158,"FOXM1","2305","forkhead box M1"
"ENSG00000174574",1409.88985133804,-1.74444146026819,0.0649482701026578,-26.8589364660661,6.63278235109926e-159,6.93290399223411e-157,"AKIRIN1","79647","akirin 1"
"ENSG00000167553",3002.80270522025,-1.43654751200023,0.0535105857075576,-26.8460435071885,9.38123336956509e-159,9.73666319722889e-157,"TUBA1C","84790","tubulin alpha 1c"
"ENSG00000075426",1241.54577193998,-2.02417343922894,0.0754066735931306,-26.8434256913481,1.00651912788674e-158,1.03734817530034e-156,"FOSL2","2355","FOS like 2, AP-1 transcription factor subunit"
"ENSG00000113319",1375.65463563177,1.72034861201094,0.0641522047598385,26.8166716709312,2.06535898812207e-158,2.11383755325993e-156,"RASGRF2","5924","Ras protein specific guanine nucleotide releasing factor 2"
"ENSG00000205542",10772.7240037773,-1.36860141667853,0.0510598841190697,-26.8038488588615,2.91410850476264e-158,2.96194007884082e-156,"TMSB4X","7114","thymosin beta 4 X-linked"
"ENSG00000147883",1092.60954361111,2.17982979420979,0.0813913269093589,26.7820894066188,5.22457868925549e-158,5.27396169330461e-156,"CDKN2B","1030","cyclin dependent kinase inhibitor 2B"
"ENSG00000119326",1060.1999959954,-2.06902763036398,0.0775868059517111,-26.6672613337339,1.12888645634116e-156,1.1318046662283e-154,"CTNNAL1","8727","catenin alpha like 1"
"ENSG00000100106",1548.43376339178,-1.54579702553892,0.0580504853328676,-26.6284944333395,3.17636687927822e-156,3.16306047748665e-154,"TRIOBP","11078","TRIO and F-actin binding protein"
"ENSG00000125384",562.779146692896,-2.72049307005402,0.102236932877142,-26.6096898008787,5.24358146519724e-156,5.18657071369644e-154,"PTGER2","5732","prostaglandin E receptor 2"
"ENSG00000125845",1172.2386809597,5.52533661138904,0.207771211150542,26.5933696049239,8.09914671382401e-156,7.95768161788922e-154,"BMP2","650","bone morphogenetic protein 2"
"ENSG00000134333",9887.50008844397,-1.01647209043677,0.0383140635560931,-26.5299995900623,4.37001752849692e-155,4.26525286986673e-153,"LDHA","3939","lactate dehydrogenase A"
"ENSG00000157227",22662.7967620428,1.09975936182814,0.0415181804493348,26.4886213684193,1.31081166250321e-154,1.27096988697187e-152,"MMP14","4323","matrix metallopeptidase 14"
"ENSG00000167900",535.537322697115,-2.99316984531097,0.113333402870153,-26.4103059601967,1.04332687756772e-153,1.00500336742438e-151,"TK1","7083","thymidine kinase 1"
"ENSG00000091409",2615.20252718009,-1.34488157112989,0.0509516581236694,-26.395246409167,1.55363482857298e-153,1.48684870802003e-151,"ITGA6","3655","integrin subunit alpha 6"
"ENSG00000091844",494.500786591075,2.80821461979186,0.106412973431437,26.3897768217257,1.79527827122807e-153,1.70702007492641e-151,"RGS17","26575","regulator of G protein signaling 17"
"ENSG00000169439",2385.18491369971,1.32446365486612,0.0502228270275115,26.3717463403761,2.89070201975062e-153,2.73097220301825e-151,"SDC2","6383","syndecan 2"
"ENSG00000100647",1393.45153066727,1.71995059227826,0.065235370480964,26.365307341669,3.42646730929286e-153,3.21651434422664e-151,"SUSD6","9766","sushi domain containing 6"
"ENSG00000139318",1424.14713666972,1.67884326172024,0.0638947453537294,26.2751381576991,3.69002687399172e-152,3.44200101701835e-150,"DUSP6","1848","dual specificity phosphatase 6"
"ENSG00000071127",10996.1867655617,-1.00330193008526,0.0382024978411019,-26.2627311506791,5.11421309907141e-152,4.74045739962983e-150,"WDR1","9948","WD repeat domain 1"
"ENSG00000042062",529.580434708431,3.50771136339453,0.134086229283588,26.1601163828377,7.56113412253515e-151,6.96474966862019e-149,"RIPOR3","140876","RIPOR family member 3"
